SKU,Product Name,Category,Barcode,Status,Stock Locator,Issue Type,On Hand,Available,Allocated,Bins With Stock,Unassigned Stock (no bin),Detail
R2101-WH-TRI,"18w LED Dimmable Slimline Oyster IP54, Tri (3000K Warm White-4000K Cool White-5700K Daylight) White",Oysters,9727435303629,Active,MA-F-09-L2,LOCATOR_OK_EXTRA_BINS,199,199,0,MA-E-04-L3-P2 | MA-F-09-L2 | MA-F-09-L3-P1 | MA-F-11-L6-P1 | MA-SAMPLES,0,"stock_locator=MA-F-09-L2 ✓ but also has stock in extra bins: [MA-E-04-L3-P2, MA-F-09-L3-P1, MA-F-11-L6-P1, MA-SAMPLES]"
R2102-WH-TRI,"25w LED Dimmable Slimline Oyster IP54, White",Oysters,9727435304053,Active,MA-F-09-L2,LOCATOR_OK_EXTRA_BINS,43,42,1,MA-E-04-L3-P2 | MA-F-09-L2,0,stock_locator=MA-F-09-L2 ✓ but also has stock in extra bins: [MA-E-04-L3-P2]
R2120 Trim Black,Trim to suit R2120,Oysters,9727435303292,Active,MA-H-05-L2,LOCATOR_OK_EXTRA_BINS,50,50,0,MA-B-15-L2 | MA-H-05-L2,0,stock_locator=MA-H-05-L2 ✓ but also has stock in extra bins: [MA-B-15-L2]
R2120-SLIM-WH,10w / 20w Dual Wattage LED Oyster Light White,Oysters,9727435300192,Active,MA-H-04-L1,LOCATOR_OK_EXTRA_BINS,886,874,12,MA-B-03-L6-P2 | MA-C-11-L5-P2 | MA-G-08-L3-P2 | MA-G-15-L5-P2 | MA-G-15-L6-P2 | MA-H-04-L1,0,"stock_locator=MA-H-04-L1 ✓ but also has stock in extra bins: [MA-B-03-L6-P2, MA-C-11-L5-P2, MA-G-08-L3-P2, MA-G-15-L5-P2, MA-G-15-L6-P2]"
R2121 Trim BLK,Trim to suit R2121,Oysters,9727435308297,Active,MA-H-05-L2,LOCATOR_OK_EXTRA_BINS,56,56,0,MA-G-13-L5-P1 | MA-H-05-L2,0,stock_locator=MA-H-05-L2 ✓ but also has stock in extra bins: [MA-G-13-L5-P1]
R2121-SLIM-WH,"380mm Slim Acrylic Oyster, Dual wattage, 15w or 30w, Tri Colour",Oysters,9727435302653,Active,MA-H-05-L1,LOCATOR_OK_EXTRA_BINS,898,894,4,MA-G-16-L4-P2 | MA-G-16-L5-P1 | MA-G-16-L5-P2 | MA-G-16-L6-P1 | MA-H-03-L5-P1 | MA-H-05-L1,0,"stock_locator=MA-H-05-L1 ✓ but also has stock in extra bins: [MA-G-16-L4-P2, MA-G-16-L5-P1, MA-G-16-L5-P2, MA-G-16-L6-P1, MA-H-03-L5-P1]"
R2125-DIFFUSER-Deep,330mm Deep Acrylic Diffuser to suit R2120,Oysters,9727435305432,Active,MA-H-05-L2,LOCATOR_OK_EXTRA_BINS,78,78,0,MA-G-13-L5-P1 | MA-H-03-L5-P2 | MA-H-05-L2,0,"stock_locator=MA-H-05-L2 ✓ but also has stock in extra bins: [MA-G-13-L5-P1, MA-H-03-L5-P2]"
R2125-DIFFUSER-SLIM,330mm SLIM Acrylic Diffuser to suit R2120,Oysters,9727435871586,Active,MA-H-05-L2,LOCATOR_OK_EXTRA_BINS,38,38,0,MA-G-12-L2-P2 | MA-H-05-L2,0,stock_locator=MA-H-05-L2 ✓ but also has stock in extra bins: [MA-G-12-L2-P2]
R2126-DIFFUSER-DEEP,380mm Deep Acrylic Diffuser to suit R2121,Oysters,9727435300444,Active,MA-H-05-L2,LOCATOR_OK_EXTRA_BINS,137,137,0,MA-G-11-L3-P1 | MA-H-03-L5-P2 | MA-H-05-L2,0,"stock_locator=MA-H-05-L2 ✓ but also has stock in extra bins: [MA-G-11-L3-P1, MA-H-03-L5-P2]"
R2130-WH-TRI,"18w LED Ultra Slimline Oyster, Tri (3000K Warm White-4000K Cool White-5700K Daylight) White",Oysters,9727435314779,Active,MA-E-05-L1-P2,LOCATOR_OK_EXTRA_BINS,1013,1007,6,MA-C-03-L6-P1 | MA-E-05-L1-P2 | MA-E-15-L5-P2,0,"stock_locator=MA-E-05-L1-P2 ✓ but also has stock in extra bins: [MA-C-03-L6-P1, MA-E-15-L5-P2]"
R2132-WH-TRI,"24w LED Ultra Slimline Oyster, Tri (3000K Warm White-4000K Cool White-5700K Daylight) White",Oysters,9727435315554,Active,MA-F-05-L1-P2,LOCATOR_OK_EXTRA_BINS,488,308,180,MA-B-15-L6-P2 | MA-C-04-L3-P2 | MA-C-08-L5-P1 | MA-F-05-L1-P2,0,"stock_locator=MA-F-05-L1-P2 ✓ but also has stock in extra bins: [MA-B-15-L6-P2, MA-C-04-L3-P2, MA-C-08-L5-P1]"
R2160-WH-WW,3w 12v DC Step Light Round White Warm White,Step Lights,9727435320411,Active,MA-E-13-L4,LOCATOR_OK_EXTRA_BINS,174,174,0,MA-E-13-L4 | MA-E-13-L5-P1,0,stock_locator=MA-E-13-L4 ✓ but also has stock in extra bins: [MA-E-13-L5-P1]
R2201-BK-CW,"29w 1167mm Rapidline Linear extrusion, Black, 4000k V2",LINEAR,9727435307023,Active,MA-D-08-L3,LOCATOR_OK_EXTRA_BINS,100,100,0,MA-D-07-L7-P1 | MA-D-08-L3,0,stock_locator=MA-D-08-L3 ✓ but also has stock in extra bins: [MA-D-07-L7-P1]
R2201-DALI-DRIVER,"Dali Driver to suit R2201 Rapidline, Push dim driver - 500-800mA - L438-40800DB-F",Drivers,0,Active,MA-B-11-L1-P2,LOCATOR_OK_EXTRA_BINS,291,291,0,MA-B-11-L1-P2 | MA-D-07-L5-P2,0,stock_locator=MA-B-11-L1-P2 ✓ but also has stock in extra bins: [MA-D-07-L5-P2]
R2202-BK-CW,"45w 2330mm Rapidline Linear Extrusion, Black, 4000k V2",LINEAR,9727435301878,Active,MA-D-07-L2,LOCATOR_OK_EXTRA_BINS,405,405,0,MA-A-05-L6-P1 | MA-D-07-L2 | MA-G-06-L1-P1 | MA-RETURNS,0,"stock_locator=MA-D-07-L2 ✓ but also has stock in extra bins: [MA-A-05-L6-P1, MA-G-06-L1-P1, MA-RETURNS]"
R2205-WH-CW,"17w 498mm Rapidline Linear Extrusion - Louvre, White, 4000k V2",Strip Light & Extrusion,9727435301113,Active,MA-D-08-L2,LOCATOR_OK_EXTRA_BINS,97,97,0,MA-D-07-L7-P1 | MA-D-08-L2,0,stock_locator=MA-D-08-L2 ✓ but also has stock in extra bins: [MA-D-07-L7-P1]
R2207-WH-CW,"45w 2330mm Rapidline Linear Extrusion - Louvre, White, 4000k V2",Strip Light & Extrusion,9727435307535,Active,MA-D-07-L3,LOCATOR_OK_EXTRA_BINS,59,58,1,MA-D-07-L3 | MA-F-06-L3-P1 | MA-RETURNS,0,"stock_locator=MA-D-07-L3 ✓ but also has stock in extra bins: [MA-F-06-L3-P1, MA-RETURNS]"
R2207-WH-WW,"45w 2330mm Rapidline Linear Extrusion - Louvre, White, 3000k V2",Strip Light & Extrusion,9727435307597,Active,MA-D-07-L3,LOCATOR_OK_EXTRA_BINS,37,37,0,MA-C-05-L3-P2 | MA-D-07-L3 | MA-E-17-L2,0,"stock_locator=MA-D-07-L3 ✓ but also has stock in extra bins: [MA-C-05-L3-P2, MA-E-17-L2]"
R2210,Rapidline Linear Straight Connector,LINEAR,9727435302998,Active,MA-B-11-L1-P1,LOCATOR_OK_EXTRA_BINS,352,346,6,MA-B-11-L1-P1 | MA-B-13-L4-P2 | MA-D-07-L5-P2,0,"stock_locator=MA-B-11-L1-P1 ✓ but also has stock in extra bins: [MA-B-13-L4-P2, MA-D-07-L5-P2]"
R2212-BK,Rapidline Linear L Connector Black,LINEAR,9727435308471,Active,MA-B-11-L1-P1,LOCATOR_OK_EXTRA_BINS,84,84,0,MA-B-11-L1-P1 | MA-D-10-L5-P2,0,stock_locator=MA-B-11-L1-P1 ✓ but also has stock in extra bins: [MA-D-10-L5-P2]
R2213-BK,Rapidline Linear X Connector Black,LINEAR,9727435306491,Active,MA-B-11-L1-P1,LOCATOR_OK_EXTRA_BINS,136,136,0,MA-B-11-L1-P1 | MA-D-10-L5-P2,0,stock_locator=MA-B-11-L1-P1 ✓ but also has stock in extra bins: [MA-D-10-L5-P2]
R2213-WH,Rapidline Linear X Connector White,LINEAR,9727435301960,Active,MA-B-11-L1-P1,LOCATOR_OK_EXTRA_BINS,49,49,0,MA-B-11-L1-P1 | MA-B-11-L4-P1,0,stock_locator=MA-B-11-L1-P1 ✓ but also has stock in extra bins: [MA-B-11-L4-P1]
R2214,Rapidline Linear Pendant Kit - 2m,LINEAR,9727435300123,Active,MA-B-11-L1-P1,LOCATOR_OK_EXTRA_BINS,897,897,0,MA-B-08-L4-P2 | MA-B-11-L1-P1 | MA-B-13-L4-P2 | MA-D-07-L5-P2,0,"stock_locator=MA-B-11-L1-P1 ✓ but also has stock in extra bins: [MA-B-08-L4-P2, MA-B-13-L4-P2, MA-D-07-L5-P2]"
R2214-5M,Rapidline Linear Pendant Kit - 5m,LINEAR,9727435314427,Active,MA-B-11-L1-P1,LOCATOR_OK_EXTRA_BINS,127,111,16,MA-B-11-L1-P1 | MA-C-10-L3-P1,0,stock_locator=MA-B-11-L1-P1 ✓ but also has stock in extra bins: [MA-C-10-L3-P1]
R2215-BK,Rapidline Linear End Cap (2pce),LINEAR,9727435302943,Active,MA-B-11-L1-P1,LOCATOR_OK_EXTRA_BINS,320,294,26,MA-B-08-L4-P2 | MA-B-11-L1-P1,0,stock_locator=MA-B-11-L1-P1 ✓ but also has stock in extra bins: [MA-B-08-L4-P2]
R2216,Rapidline Surface Mounting Kit,LINEAR,9727435306903,Active,MA-B-11-L1-P1,LOCATOR_OK_EXTRA_BINS,715,715,0,MA-B-11-L1-P1 | MA-B-13-L4-P2 | MA-D-07-L5-P2,0,"stock_locator=MA-B-11-L1-P1 ✓ but also has stock in extra bins: [MA-B-13-L4-P2, MA-D-07-L5-P2]"
R2217,Rapidline Power Feed,LINEAR,9727435307566,Active,MA-B-11-L1-P1,LOCATOR_OK_EXTRA_BINS,377,351,26,MA-B-08-L4-P2 | MA-B-11-L1-P1,0,stock_locator=MA-B-11-L1-P1 ✓ but also has stock in extra bins: [MA-B-08-L4-P2]
R2218-BK,"Rapidline Canopy Surface Mounted Kit, Black",LINEAR,9727435304565,Active,MA-B-11-L1-P1,LOCATOR_OK_EXTRA_BINS,222,196,26,MA-B-11-L1-P1 | MA-B-13-L4-P2 | MA-B-14-L6-P1 | MA-D-07-L5-P2,0,"stock_locator=MA-B-11-L1-P1 ✓ but also has stock in extra bins: [MA-B-13-L4-P2, MA-B-14-L6-P1, MA-D-07-L5-P2]"
R2218-WH,"Rapidline Canopy Surface Mounted Kit, White",LINEAR,9727435300802,Active,MA-B-11-L1-P1,LOCATOR_OK_EXTRA_BINS,69,69,0,MA-B-11-L1-P1 | MA-C-11-L3-P1,0,stock_locator=MA-B-11-L1-P1 ✓ but also has stock in extra bins: [MA-C-11-L3-P1]
R2301-WW-2.5,9.6w 24v CRI90 3000K High/Low temp IP67 side-bend LED Neon 2.5mt Roll,Strip Light & Extrusion,9727435502596,Active,MA-A-12-L4,LOCATOR_OK_EXTRA_BINS,56,56,0,MA-A-11-L6-P1 | MA-A-12-L4,0,stock_locator=MA-A-12-L4 ✓ but also has stock in extra bins: [MA-A-11-L6-P1]
R2310-BK-WW-5,"12w 24v CRI90 3000K IP54 Top bend Angled Neon Free-Cutting , Black , 5mt Roll",Strip Light & Extrusion,9727435543483,Active,MA-A-12-L3,LOCATOR_OK_EXTRA_BINS,44,44,0,MA-A-11-L6-P1 | MA-A-12-L3,0,stock_locator=MA-A-12-L3 ✓ but also has stock in extra bins: [MA-A-11-L6-P1]
R2310-WH-WW-5,"12w 24v CRI90 3000K IP54 Top bend Angled Neon Free-Cutting , White , 5mt Roll",Strip Light & Extrusion,9727435539776,Active,MA-A-12-L3,LOCATOR_OK_EXTRA_BINS,51,51,0,MA-A-11-L6-P1 | MA-A-12-L3,0,stock_locator=MA-A-12-L3 ✓ but also has stock in extra bins: [MA-A-11-L6-P1]
R2315-BK-1M,Profile 1m to suit R2315,Strip Light & Extrusion,9727435563924,Active,MA-A-12-L2,LOCATOR_OK_EXTRA_BINS,210,195,15,MA-A-11-L6-P1 | MA-A-12-L2 | MA-A-12-L5,0,"stock_locator=MA-A-12-L2 ✓ but also has stock in extra bins: [MA-A-11-L6-P1, MA-A-12-L5]"
R2315-BK-BK-WW-5,"14w 24v CRI90 3000K IP65 Dual bend Anti-Glare Decorative H/Comb Diff LED Neon Free-Cutting , Blk/Blk , 5mt Roll",Strip Light & Extrusion,9727435546446,Active,MA-A-12-L2,LOCATOR_OK_EXTRA_BINS,47,47,0,MA-A-11-L6-P1 | MA-A-12-L2,0,stock_locator=MA-A-12-L2 ✓ but also has stock in extra bins: [MA-A-11-L6-P1]
R2321-CW-5,"10w 24v, Rapid Neoflex dual powered, 4000k, IP67 - Side Bend, 5m roll",Strip Light & Extrusion,9727435333176,Active,MA-A-05-L1,LOCATOR_OK_EXTRA_BINS,54,54,0,MA-A-03-L7-P1 | MA-A-05-L1,0,stock_locator=MA-A-05-L1 ✓ but also has stock in extra bins: [MA-A-03-L7-P1]
R2321-WW-2,"10w 24v, Rapid Neoflex dual powered, 3000k, IP67 - Side Bend, 2m roll",Strip Light & Extrusion,9727435529715,Active,MA-A-11-L2,LOCATOR_OK_EXTRA_BINS,83,83,0,MA-A-10-L4-P2 | MA-A-11-L2,0,stock_locator=MA-A-11-L2 ✓ but also has stock in extra bins: [MA-A-10-L4-P2]
R2321-WW-4,"10w 24v, Rapid Neoflex dual powered, 3000k, IP67 - Side Bend, 4m roll",Strip Light & Extrusion,9727435339949,Active,MA-A-11-L2,LOCATOR_OK_EXTRA_BINS,46,45,1,MA-A-04-L7-P2 | MA-A-11-L2,0,stock_locator=MA-A-11-L2 ✓ but also has stock in extra bins: [MA-A-04-L7-P2]
R2322-RGBW-10,"10w 24v, Rapid Neoflex Dual powered, RGBW, IP67 - Top bend, 10m roll",Strip Light & Extrusion,9727435175592,Active,MA-A-08-L1,LOCATOR_OK_EXTRA_BINS,20,20,0,MA-A-08-L1 | MA-A-11-L3 | MA-RETURNS,0,"stock_locator=MA-A-08-L1 ✓ but also has stock in extra bins: [MA-A-11-L3, MA-RETURNS]"
R2322-WW-8,"10w 24v, Rapid Neoflex dual powered, 3000k, IP67 - Top Bend, 8m roll",Strip Light & Extrusion,9727435356922,Active,MA-A-04-L1,LOCATOR_OK_EXTRA_BINS,19,19,0,MA-A-03-L1 | MA-A-04-L1,0,stock_locator=MA-A-04-L1 ✓ but also has stock in extra bins: [MA-A-03-L1]
R2323-WW-10,"6w 24V Neo Slim LED Strip Light, IP65, 3000K WW, 10M *",Strip Light & Extrusion,9727435310634,Active,MA-A-05-L1,LOCATOR_OK_EXTRA_BINS,4,4,0,MA-A-05-L1 | MA-RETURNS,0,stock_locator=MA-A-05-L1 ✓ but also has stock in extra bins: [MA-RETURNS]
R2323-WW-5,"6w 24V Neo Slim LED Strip Light, IP65, 3000K WW, 5M *",Strip Light & Extrusion,9727435310412,Active,MA-A-04-L1,LOCATOR_OK_EXTRA_BINS,5,5,0,MA-A-04-L1 | MA-RETURNS,0,stock_locator=MA-A-04-L1 ✓ but also has stock in extra bins: [MA-RETURNS]
R2331-DL-10,"4.8W 24V LED Strip Light, IP20 5000k DL, 10m roll *",Strip Light & Extrusion,9727435304862,Active,MA-A-11-L5,LOCATOR_OK_EXTRA_BINS,18,18,0,MA-A-11-L5 | MA-DOCK,0,stock_locator=MA-A-11-L5 ✓ but also has stock in extra bins: [MA-DOCK]
R2331-DL-15,"4.8W 24V LED Strip Light, IP20 5000k DL, 15m roll *",Strip Light & Extrusion,9727435304138,Active,MA-A-11-L5,LOCATOR_OK_EXTRA_BINS,7,7,0,MA-A-11-L5 | MA-DOCK,0,stock_locator=MA-A-11-L5 ✓ but also has stock in extra bins: [MA-DOCK]
R2331-DL-5,"4.8W 24V LED Strip Light, IP20 5000k DL, 5m roll *",Strip Light & Extrusion,9727435305968,Active,MA-A-11-L5,LOCATOR_OK_EXTRA_BINS,88,88,0,MA-A-11-L5 | MA-DOCK,0,stock_locator=MA-A-11-L5 ✓ but also has stock in extra bins: [MA-DOCK]
R2331-WW-6,"4.8W 24V LED Strip Light, IP20, 3000K WW, 6m roll *",Strip Light & Extrusion,9727435170214,Active,MA-A-03-L2,LOCATOR_OK_EXTRA_BINS,54,54,0,MA-A-03-L2 | MA-DOCK,0,stock_locator=MA-A-03-L2 ✓ but also has stock in extra bins: [MA-DOCK]
R2332-CW-4,"9.6W 24V 8mm LED Strip Light, IP20, 4000K CW, 4m roll",Strip Light & Extrusion,9727435171655,Active,MA-A-05-L4,LOCATOR_OK_EXTRA_BINS,2,2,0,MA-A-05-L4 | MA-DOCK,0,stock_locator=MA-A-05-L4 ✓ but also has stock in extra bins: [MA-DOCK]
R2332-CW-6,"9.6W 24V 8mm LED Strip Light, IP20, 4000K CW, 6m roll",Strip Light & Extrusion,9727435171822,Active,MA-A-05-L4,LOCATOR_OK_EXTRA_BINS,12,11,1,MA-A-05-L4 | MA-DOCK,0,stock_locator=MA-A-05-L4 ✓ but also has stock in extra bins: [MA-DOCK]
R2332-RGBW-4,"9.6W 24V LED Strip Light, IP20, RGBW, 4m roll",Strip Light & Extrusion,9727435173147,Active,MA-A-08-L2,LOCATOR_OK_EXTRA_BINS,133,133,0,MA-A-08-L2 | MA-B-07-L3-P1,0,stock_locator=MA-A-08-L2 ✓ but also has stock in extra bins: [MA-B-07-L3-P1]
R2332-RGBW-6,"9.6W 24V LED Strip Light, IP20, RGBW, 6m roll",Strip Light & Extrusion,9727435173383,Active,MA-A-08-L2,LOCATOR_OK_EXTRA_BINS,78,78,0,MA-A-08-L2 | MA-B-07-L3-P1,0,stock_locator=MA-A-08-L2 ✓ but also has stock in extra bins: [MA-B-07-L3-P1]
R2332-RGBW-8,"9.6W 24V LED Strip Light, IP20, RGBW, 8m roll",Strip Light & Extrusion,9727435173598,Active,MA-A-08-L2,LOCATOR_OK_EXTRA_BINS,65,65,0,MA-A-08-L2 | MA-B-07-L3-P1,0,stock_locator=MA-A-08-L2 ✓ but also has stock in extra bins: [MA-B-07-L3-P1]
R2332-WW-10-V2,"9.6w, 24v 8mm LED Strip Light 3000K - WW 10M",Strip Light & Extrusion,9727435174502,Active,MA-A-03-L3,LOCATOR_OK_EXTRA_BINS,91,91,0,MA-A-03-L3 | MA-A-03-L7-P1,0,stock_locator=MA-A-03-L3 ✓ but also has stock in extra bins: [MA-A-03-L7-P1]
R2332-WW-15-V2,"9.6w, 24v 8mm LED Strip Light 3000K - WW 15M",Strip Light & Extrusion,9727435174694,Active,MA-A-03-L3,LOCATOR_OK_EXTRA_BINS,113,113,0,MA-A-03-L3 | MA-A-03-L7-P1,0,stock_locator=MA-A-03-L3 ✓ but also has stock in extra bins: [MA-A-03-L7-P1]
R2332-WW-4-V2,"9.6w, 24v 8mm LED Strip Light 3000K - WW 4M",Strip Light & Extrusion,9727435174007,Active,MA-A-03-L2,LOCATOR_OK_EXTRA_BINS,208,208,0,MA-A-03-L2 | MA-DOCK,0,stock_locator=MA-A-03-L2 ✓ but also has stock in extra bins: [MA-DOCK]
R2332-WW-8-V2,"9.6w, 24v 8mm LED Strip Light 3000K - WW 8M",Strip Light & Extrusion,9727435174328,Active,MA-A-03-L3,LOCATOR_OK_EXTRA_BINS,114,114,0,MA-A-03-L3 | MA-A-03-L7-P1 | MA-B-04-L6-P2,0,"stock_locator=MA-A-03-L3 ✓ but also has stock in extra bins: [MA-A-03-L7-P1, MA-B-04-L6-P2]"
R2332-WW-V2,"9.6w 24V 8mm LED Strip Light, IP20, 3000K WW, per 1m *",Strip Light & Extrusion,9727435173758,Active,MA-A-03-L5,LOCATOR_OK_EXTRA_BINS,173.45,173.45,0,MA-A-03-L5 | MA-A-10-L4-P1 | MA-A-12-L1 | MA-PRODUCTION,0,"stock_locator=MA-A-03-L5 ✓ but also has stock in extra bins: [MA-A-10-L4-P1, MA-A-12-L1, MA-PRODUCTION]"
R2333-CW-15,"7W 24V LED Strip Light, IP20, 4000K CW, 15m roll",Strip Light & Extrusion,9727435309188,Active,MA-A-05-L5,LOCATOR_OK_EXTRA_BINS,13,13,0,MA-A-05-L5 | MA-DOCK,0,stock_locator=MA-A-05-L5 ✓ but also has stock in extra bins: [MA-DOCK]
R2333-DL-10,"7w LED Strip Light, IP20, 5000K DL, 10M roll",Strip Light & Extrusion,9727435303056,Active,MA-A-11-L5,LOCATOR_OK_EXTRA_BINS,20,20,0,MA-A-11-L5 | MA-DOCK,0,stock_locator=MA-A-11-L5 ✓ but also has stock in extra bins: [MA-DOCK]
R2333-WW-10,"7w LED Strip Light, IP20, 3000K, WW, 10m roll",Strip Light & Extrusion,9727435307191,Active,MA-A-03-L4,LOCATOR_OK_EXTRA_BINS,28,28,0,MA-A-03-L4 | MA-A-10-L5-P1,0,stock_locator=MA-A-03-L4 ✓ but also has stock in extra bins: [MA-A-10-L5-P1]
R2333-WW-8,"7w 24V LED Strip Light, IP20, 3000K WW, 8m roll",Strip Light & Extrusion,9727435175356,Active,MA-A-03-L4,LOCATOR_OK_EXTRA_BINS,134,134,0,MA-A-03-L4 | MA-A-10-L5-P1,0,stock_locator=MA-A-03-L4 ✓ but also has stock in extra bins: [MA-A-10-L5-P1]
R2334-CW-15,"14.4W 24V LED Strip Light, IP20, 4000K, 15M roll",Strip Light & Extrusion,9727435300321,Active,MA-A-06-L2,LOCATOR_OK_EXTRA_BINS,23,23,0,MA-A-06-L2 | MA-DOCK,0,stock_locator=MA-A-06-L2 ✓ but also has stock in extra bins: [MA-DOCK]
R2334-CW-2,"14.4W 24V LED Strip Light, IP20, 4000K, 2M roll",Strip Light & Extrusion,9727435309010,Active,MA-A-06-L2,LOCATOR_OK_EXTRA_BINS,103,103,0,MA-A-06-L2 | MA-DOCK,0,stock_locator=MA-A-06-L2 ✓ but also has stock in extra bins: [MA-DOCK]
R2334-CW-6,"14.4W 24V LED Strip Light, IP20, 4000K,1x6Mroll",Strip Light & Extrusion,9727435307986,Active,MA-A-06-L2,LOCATOR_OK_EXTRA_BINS,92,92,0,MA-A-06-L2 | MA-A-10-L5-P1,0,stock_locator=MA-A-06-L2 ✓ but also has stock in extra bins: [MA-A-10-L5-P1]
R2334-WW-10,"14.4W 24V LED Strip Light, IP20, 3000K WW, 10M roll",Strip Light & Extrusion,9727435301076,Active,MA-A-03-L4,LOCATOR_OK_EXTRA_BINS,39,36,3,MA-A-03-L4 | MA-DOCK,0,stock_locator=MA-A-03-L4 ✓ but also has stock in extra bins: [MA-DOCK]
R2334-WW-2,"14.4W 24V LED Strip Light, IP20, 3000K WW, 2M roll",Strip Light & Extrusion,9727435175486,Active,MA-A-03-L4,LOCATOR_OK_EXTRA_BINS,31,26,5,MA-A-03-L4 | MA-DOCK,0,stock_locator=MA-A-03-L4 ✓ but also has stock in extra bins: [MA-DOCK]
R2334-WW-6,"14.4W 24V LED Strip Light, IP20, 3000K WW, 6M roll",Strip Light & Extrusion,9727435175783,Active,MA-A-03-L4,LOCATOR_OK_EXTRA_BINS,71,64,7,MA-A-03-L4 | MA-DOCK,0,stock_locator=MA-A-03-L4 ✓ but also has stock in extra bins: [MA-DOCK]
R2334-WW-8,"14.4W 24V LED Strip Light, IP20, 3000K WW, 8M roll",Strip Light & Extrusion,9727435175929,Active,MA-A-03-L4,LOCATOR_OK_EXTRA_BINS,8,6,2,MA-A-03-L4 | MA-DOCK,0,stock_locator=MA-A-03-L4 ✓ but also has stock in extra bins: [MA-DOCK]
R2340-WW-10-V2,"5w 24V 8mm COB LED Strip Light, IP20, 3000K WW, 10m roll",Strip Light & Extrusion,9727435171167,Active,MA-A-04-L2,LOCATOR_OK_EXTRA_BINS,300,298,2,MA-A-04-L2 | MA-B-07-L3-P1,0,stock_locator=MA-A-04-L2 ✓ but also has stock in extra bins: [MA-B-07-L3-P1]
R2340-WW-8-V2,"5w 24V 8mm COB LED Strip Light, IP20, 3000K WW, 8m roll",Strip Light & Extrusion,9727435176650,Active,MA-A-04-L2,LOCATOR_OK_EXTRA_BINS,55,48,7,MA-A-04-L2 | MA-A-06-L6-P1,0,stock_locator=MA-A-04-L2 ✓ but also has stock in extra bins: [MA-A-06-L6-P1]
R2341-CW-2,"10w 24V COB LED Strip Light, IP20, 4000K, 2m Roll",Strip Light & Extrusion,9727435176810,Active,MA-A-06-L4,LOCATOR_OK_EXTRA_BINS,117,117,0,MA-A-06-L4 | MA-A-06-L6-P1,0,stock_locator=MA-A-06-L4 ✓ but also has stock in extra bins: [MA-A-06-L6-P1]
R2341-WW-2,"10w 24V COB LED Strip Light, IP20, 3000K WW, 2m Roll",Strip Light & Extrusion,9727435177695,Active,MA-A-04-L2,LOCATOR_OK_EXTRA_BINS,244,244,0,MA-A-03-L7-P1 | MA-A-04-L2 | MA-B-07-L3-P1,0,"stock_locator=MA-A-04-L2 ✓ but also has stock in extra bins: [MA-A-03-L7-P1, MA-B-07-L3-P1]"
R2341-WW-6,"10w 24V COB LED Strip Light, IP20, 3000K WW, 6m Roll",Strip Light & Extrusion,9727435178043,Active,MA-A-04-L2,LOCATOR_OK_EXTRA_BINS,177,177,0,MA-A-02-L6-P1 | MA-A-04-L2 | MA-B-07-L3-P1,0,"stock_locator=MA-A-04-L2 ✓ but also has stock in extra bins: [MA-A-02-L6-P1, MA-B-07-L3-P1]"
R2341-WW-8,"10w 24V COB LED Strip Light, IP20, 3000K WW, 8m Roll",Strip Light & Extrusion,9727435178210,Active,MA-A-04-L2,LOCATOR_OK_EXTRA_BINS,69,69,0,MA-A-04-L2 | MA-A-04-L7-P2,0,stock_locator=MA-A-04-L2 ✓ but also has stock in extra bins: [MA-A-04-L7-P2]
R2351-WW-4,"4.8W 24V LED Strip Light, IP65, 3000K WW, 4m roll",Strip Light & Extrusion,9727435178500,Active,MA-A-04-L3,LOCATOR_OK_EXTRA_BINS,4,4,0,MA-A-04-L3 | MA-DOCK,0,stock_locator=MA-A-04-L3 ✓ but also has stock in extra bins: [MA-DOCK]
R2351-WW-5,"4.8W 24V LED Strip Light, IP65, 3000K WW, 5m roll *",Strip Light & Extrusion,9727435304626,Active,MA-A-04-L3,LOCATOR_OK_EXTRA_BINS,73,73,0,MA-A-04-L3 | MA-DOCK,0,stock_locator=MA-A-04-L3 ✓ but also has stock in extra bins: [MA-DOCK]
R2351-WW-6,"4.8W 24V LED Strip Light, IP65, 3000K WW, 6m roll",Strip Light & Extrusion,9727435178661,Active,MA-A-04-L3,LOCATOR_OK_EXTRA_BINS,11,11,0,MA-A-04-L3 | MA-DOCK,0,stock_locator=MA-A-04-L3 ✓ but also has stock in extra bins: [MA-DOCK]
R2351-WW-8,"4.8W 24V LED Strip Light, IP65, 3000K WW, 8m roll",Strip Light & Extrusion,9727435178791,Active,MA-A-04-L3,LOCATOR_OK_EXTRA_BINS,27,27,0,MA-A-04-L3 | MA-DOCK,0,stock_locator=MA-A-04-L3 ✓ but also has stock in extra bins: [MA-DOCK]
R2352-CW-5,"9.6W 24V LED Strip Light, IP65, 4000K, 5m roll *",Strip Light & Extrusion,9727435304664,Active,MA-A-06-L5,LOCATOR_OK_EXTRA_BINS,4,4,0,MA-A-06-L5 | MA-DOCK,0,stock_locator=MA-A-06-L5 ✓ but also has stock in extra bins: [MA-DOCK]
R2352-CW-6-V2,"9.6W 24V 8mm LED Strip Light, IP65, 4000K, 6m roll",Strip Light & Extrusion,9727435338966,Active,MA-A-06-L5,LOCATOR_OK_EXTRA_BINS,86,86,0,MA-A-06-L5 | MA-A-10-L5-P1,0,stock_locator=MA-A-06-L5 ✓ but also has stock in extra bins: [MA-A-10-L5-P1]
